image_url,journalist_caption
https://i.guim.co.uk/img/media/8fc07f577212b6de4e532e2224ecf30bd0a50c25/0_0_2544_1696/master/2544.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=932e14a9734d02ce2659811dd5bb40f8,Nelvie Raman Tiafack of Germany receives medical attention after his men’s 92kg preliminary-round fight against Azerbaijan’s Mahammad Abdullayev at the North Paris Arena.
https://i.guim.co.uk/img/media/9e85383938f5b2e36bb3278954265503ff130b8a/0_0_7157_4772/master/7157.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=aa994df2918619963cdc0696fb0d2d8e,A man sleeps on the floor of a Métro station
https://i.guim.co.uk/img/media/a98257545c31f7da63bc01dd145470cef3ef64ea/0_0_6000_4000/master/6000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=7497de4f502e5701fea4ca3c82330dbc,Kimia Yousofi of Afghanistan makes a political statement after a heat in the women’s 100m.
https://i.guim.co.uk/img/media/796e150e0f70c7a27833b4c426f526718843d41e/0_0_4177_2785/master/4177.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=d0de79d1b81704c604b54ee302cb0dce,An animal flees a fire tearing through part of Butte county.
https://i.guim.co.uk/img/media/42f2e28c0f0a731cbae81a130c4e8d523b249631/0_0_6500_4333/master/6500.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=b95d569b74396c9fd247c7e0dc0178e5,A technician drives past reproductions of artworks decorating the Seine before the opening ceremony of the Olympic Games.
https://i.guim.co.uk/img/media/bdd6ab5feeb1e5d9d6251c7eb3ca473ac2eca6ce/0_0_4000_2668/master/4000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=e948f638cf24e4c4b9547cba6462358e,A woman pauses during the search for survivors and bodies at the scene of a landslide. The death toll from landslides that hit south-western Ethiopia this week has risen to 257 and could reach 500 according to the UN.
https://i.guim.co.uk/img/media/1027b019ce9c1260965b2aaec125ee3be1dcfe82/0_0_4058_2705/master/4058.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=e79ea41067203cc416eb1afedcdaf779,Hunter Biden watches his father Joe Biden give an address to the country about ending his re-election campaign. The US president delivered a reflective and hopeful message about beginning a new chapter in America’s story.
https://i.guim.co.uk/img/media/7904d517a6e313819f06180d554733106876df9e/0_0_5555_3703/master/5555.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=f3ecbc792397fcb948e9c0dade84c476,Demonstrators protest against the military policies of Israel the day before a visit by Israeli prime minister Benjamin Netanyahu in the Cannon Building at the Capitol.
https://i.guim.co.uk/img/media/594080ef80581fa301c88bcb115db5164a5eeeab/0_0_6000_4000/master/6000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=5da76423d85a106af4ec8defd54c9e5a,Israeli prime minister Benjamin Netanyahu waves as he arrives to speak to a joint meeting of Congress to seek support for Israel’s fight against Hamas and other adversaries at the Capitol in Washington
https://i.guim.co.uk/img/media/44e118b47371765da89f5e2cf0aad99c4089ee5b/0_0_4500_3000/master/4500.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=ae14ef68e457c35586f40bdfac0a238d,Palestinian women cry as members of the Abu Taha family are brought for burial outside al-Nassr hospital in Khan Younis following Israeli bombardment.
https://i.guim.co.uk/img/media/e8c281aaa7998fe2385160b72ff4c83d1ee6e58c/0_0_4773_3190/master/4773.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=d2bad09ca3b9132b404fe9b1cb8e5761,Smoke and dust rise after an Israeli army bombardment in the Nuseirat refugee camp in Deir al-Balah.
https://i.guim.co.uk/img/media/2981fac5490bd26a1989befd21112d3fe75ff102/0_0_3716_2478/master/3716.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=5d45fae4c58efd0cf64996e1471e0491,Burnt vehicles and a building damaged by fire during a curfew after deadly violence over the allocation of civil service jobs. 
https://i.guim.co.uk/img/media/a1602e0da530baf785a43b38bd69a75f64a92f47/0_0_8660_5773/master/8660.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=0d526021b715d5b99f15e12cb2c96238,Pedestrians pass military tanks following protests in Bangladesh.
https://i.guim.co.uk/img/media/0fd279b57d921566b1165ea4e37406dd1cc50a63/0_0_6000_4000/master/6000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=9d939a8c6a9db8145739a0c0d0cbc633,People walk near flames and smoke as firefighters continue to tackle the Park Fire near the northern Sacramento Valley city of Chico.
https://i.guim.co.uk/img/media/588bb19278ef9e4a0c76ed69cabc6b798141a6fc/0_0_4707_3138/master/4707.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=fe5361d6bca5ab268b31a22d1a08756d,People wade through a flooded road following heavy rains brought by Typhoon Gaemi in Marikina.
https://i.guim.co.uk/img/media/9bd3b7f123fdd536a347a6e3bdd34b5dd4546369/0_0_6000_4000/master/6000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=fa9235761dc9735e7d83f577a68a2abc,Women injured during Israeli bombardment arrive at the emergency ward at al-Nassr hospital in Khan Younis.
https://i.guim.co.uk/img/media/56b91f5e53c893d1e45d2cf2b66bdc1bdcb51bef/0_0_8000_5336/master/8000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=af083afdabc3582dafcde8ac4136e0a5,Rescue operations continue at the site of a plane crash at Tribhuvan international airport.
https://i.guim.co.uk/img/media/6c1eeec993d54b98d7e2accac7a9a1eb1675708a/0_0_4500_3002/master/4500.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=d5f11dee008a4c25103a71a215b69e4b,Members of the Kenya Wildlife Service push a trailer containing a giraffe that has been blindfolded during the translocation project for wild giraffes in a farm near Eldoret. 
https://i.guim.co.uk/img/media/6a36ec77e1b9a744a98f2f287c3e410c5f4b44cf/0_0_7711_5141/master/7711.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=e02a033f59823fea5f4d2569991ad9b0,Simone Biles takes part in an artistic gymnastics training session at the Bercy Arena in Paris.
https://i.guim.co.uk/img/media/679683279f2366553c0070f429d3d68056002dd7/0_0_6000_4000/master/6000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=5fab8b0c98024a7d31ffabd2cb4f4ed1,A rider performs a trick during a celebration of World BMX Day in Johannesburg.
https://i.guim.co.uk/img/media/f751e3f9695a1a3d8f7384fae863eb86b89c7967/0_0_2076_1384/master/2076.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=52082e67e38d80f31308cb6dfb93b9d6,US rapper Snoop Dogg holds the torch as part of the Paris Olympic Games torch relay in Saint-Denis.
https://i.guim.co.uk/img/media/57ccc88b539fb1bb32ed0820d1a58b23042355f3/0_0_4884_3264/master/4884.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=5cc7ffba1f83c16905b5e9b0acff1b25,The US surfer Caroline Marks trains in Tahiti before the Paris Olympic Games
https://i.guim.co.uk/img/media/cf5263c967148c07ba647a2c415a79fd7cdac7db/0_0_4000_2667/master/4000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=b22f96d710b4b6f995ea947fca858f36,A  traditional sailing boat passes by a colony of birds in the Banc d’Arguin national park.
https://i.guim.co.uk/img/media/32ccd94d34699a756cb2bd451aa519f38d175af1/0_0_2599_1733/master/2599.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=e73c88659d1553e877627f3b25043768,Secret Service personnel tend to Republican presidential candidate Donald Trump after he was shot at during a rally in Butler.
https://i.guim.co.uk/img/media/7efdeadcee50b263a3e5b2f6147a2670e394d86e/0_0_5184_3456/master/5184.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=16d2b92bac1b2b838041e12bc4c5ffc8,Palestinian children receive food cooked by a charity kitchen amid food scarcity in the northern Gaza Strip.
https://i.guim.co.uk/img/media/4433af616848ac97f1f4f3a1384cf9a037af2cbf/0_0_4500_3002/master/4500.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=444f35953c72a2bb912ee952d5e534aa,A woman casts her ballot during the 2024 Rwandan general election at a polling station in Kigali.
https://i.guim.co.uk/img/media/1c348cef22c277ca01cf2191a2405c3719ebd7e4/0_0_6571_4383/master/6571.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=874dd6118ef2b7cace9a7c8d56eed7c7,A Rwandan Patriotic Front supporter dances while waiting for the arrival of the incumbent president Paul Kagame during a campaign rally in Kigali
https://i.guim.co.uk/img/media/d3222655b70ec605df70b2c322c6a8fbead22ffa/0_0_4557_3038/master/4557.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=95c7988d61e9764492e028cc53ab886f,Attendees hold signs in support of former US president Donald Trump and Republican vice-presidential nominee JD Vance as Nikki Haley stands on the stage during the Republican national convention at the Fiserv Forum in Milwaukee.
https://i.guim.co.uk/img/media/362061ee2d27374e3956e53ae11e54784060a54e/0_0_5500_3667/master/5500.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=90e0f5775d34d676d9f3ec7e75c98c05,People wait for their flights after a global outage at BER airport in Berlin.
https://i.guim.co.uk/img/media/e81a769682a072893d7727ced8a17473f3f3f674/0_0_6720_4480/master/6720.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=dccb58f111e50605149b6588027ffc7d,Palestinian women after an Israeli strike on a house in Nuseirat.
https://i.guim.co.uk/img/media/9005ac87a47c3bba18245243f8cbc6ff5d362733/0_0_4448_3008/master/4448.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=3fb18c85338b63e2b79c46f321896ded,Hospital workers grieve in front of an improvised memorial with portraits of victims displayed on the ruins of one of the medical buildings of the Okhmatdyt children’s hospital in Kyiv.
https://i.guim.co.uk/img/media/e4a3d07c6452b2ed9f60cae6485a220064394fed/0_0_5120_3400/master/5120.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=1286552c1d93c3262b458f30d7ebea79,Darya Vertetska talks to her daughter Kira at the children’s ward of the National Cancer Institute in Kyiv.
https://i.guim.co.uk/img/media/bfb7f5fa6c8fe9b1c206a2e1d83c9d163a62e3da/0_0_4653_3102/master/4653.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=c8b778257d92a413e170d44914ad0b9c,A woman carrying a baby walks past shattered glass in the aftermath of an explosion in Tel Aviv.
https://i.guim.co.uk/img/media/c60bfc67f9f6b7e778e3fe174bad196ccd4b728d/0_0_4653_3102/master/4653.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=0c280ab69907f36f7a28950021072327,Mounted police disperse ultra-Orthodox Jews blocking a highway during a protest against military recruitment in Bnei Brak. 
https://i.guim.co.uk/img/media/28c2b8f2c4d4ff1026a388d0f9c74b28792c31e0/0_0_2840_1894/master/2840.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=f28eab7708f74729877937d75494faf8,Shiite Muslim devotees march in a mourning procession in Nasiriyah in the period leading up to Ashura which commemorates the seventh-century killing of Prophet Mohammed’s grandson Imam Hussein
https://i.guim.co.uk/img/media/3b4541927834695008321f4f2bb4f2443b026a81/0_0_3696_2464/master/3696.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=fc212e359c8b8b2b87da5bb308be3411,Clement Droy from France performs during the warm-up at the Highline World Championships on the summit of Crap Sogn Gion in Laax.
https://i.guim.co.uk/img/media/f231043de3d5c599fc3f2fca195ebe2e1c2ab38e/0_0_6000_4000/master/6000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=eafcb29b07ba4286243395d2a95051a4,A person looks on as lava and plumes of smoke rise from a crater of Mount Etna Europe’s most active volcano.
https://i.guim.co.uk/img/media/ce87c8e226d2aef47fc5371ff87501ad23bfbd94/0_0_6000_4000/master/6000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=832c2c50a8f8476f7b746854c1dfd6b0,The damage at the Church of the Nativity of the Blessed Virgin Mary after Russian shelling in Novoekonomichne.
https://i.guim.co.uk/img/media/2104d76b512705748eda353f44f57a61a4ab3c76/0_0_8291_5527/master/8291.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=b2b86d5816b57c98f04374445e2b18a8,Miranda cools off and plays in water sprayed from a fire hydrant during hot weather in the Washington Heights neighbourhood of New York City.
https://i.guim.co.uk/img/media/41401b9151e623857452051663800df33c793361/0_0_6514_4386/master/6514.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=12ab89988e2798f05af376f5b3caeabc,Fishers prepare their boats to attend an ocean procession honouring the Virgen del Carmen considered by Catholics as the patron saint of fishers and sailors in Taboga island
https://i.guim.co.uk/img/media/954b1d888794ee85610b961e5e603bf0adbd2c52/0_0_3200_2133/master/3200.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=52f4e93033f603326f226d6d4a9be0ad,England forward Harry Kane reacts as he sits on the bench after being substituted during the Euro 2024 final between Spain and England at the Olympiastadion in Berlin.
https://i.guim.co.uk/img/media/d20e5f333ba9991829df1672b59908ada963a6ab/0_0_5542_3695/master/5542.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=69e2ac4fd4242e7b19df37d61e8aae8b,Former president Donald Trump is rushed off stage by secret service personnel after being shot at during a campaign at the Butler Farm Show.
https://i.guim.co.uk/img/media/bbcbab13606febce437f8f8886a89cf7e12845a5/0_0_4000_2666/master/4000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=7629808a09aa0616b02db03d6ae36f62,President Joe Biden exits Air Force One at Dover air force base in Dover.
https://i.guim.co.uk/img/media/990ab2314533c6513e4c63c9b336a825803d07a2/0_0_5832_3888/master/5832.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=19501df28cf48becd02690fcb7f1f75a,People stand amid the rubble of Okhmatdyt children’s hospital after a Russian missile attack in Kyiv.
https://i.guim.co.uk/img/media/984a518d858c8755a394d0589f42f37bf0094ed8/0_0_8640_5760/master/8640.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=6091e2299b37572f0664ef632465dacf,oung girls wait near the site of the children’s hospital after it was hit by Russian missiles.
https://i.guim.co.uk/img/media/f323ad224fd967f88a7abf638f2ea530860defe4/0_0_4811_3207/master/4811.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=5fad1b0c31f4bba10f3cf52e612b0697,A Palestinian child looks out of the window of a building damaged in an Israeli strike on the Nuseirat refugee camp in central Gaza.
https://i.guim.co.uk/img/media/78251fdfd6ac0e13359320edf638f66a71211bff/0_0_6817_4545/master/6817.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=fee01472fbd9796c4768bd72f9b0836c,Palestinians weep next to the bodies of their loved ones who were killed after an Israeli strike hit a school housing displaced people in Khan Younis.
https://i.guim.co.uk/img/media/664824a9fbec16d35ed51a708f23bfafae1f9302/0_0_8640_5760/master/8640.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=13169238e1e9ecdd5ac080bcb84a678f,Jewish settlers pray at the Eviatar outpost in the Israeli-occupied West Bank during morning prayers.
https://i.guim.co.uk/img/media/29692d6c168b7f4f850928b9ae090fec2693332f/0_0_3000_2000/master/3000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=55964394885af62132c68a85b0417aae,Members of the congregation console each other after a service and vigil at St James’s church in Bushey for Carol Hunt the wife of the BBC racing commentator John Hunt and two of their daughters. 
https://i.guim.co.uk/img/media/6a29ee2214201ea215f34bb7f7651a6b1371bfe1/0_0_3138_2092/master/3138.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=0f6bda95c65ba8854b6522ece516a119,Anti-riot police officers react after a molotov cocktail was thrown during a demonstration after the announcement of the second round of France’s elections.
https://i.guim.co.uk/img/media/321f846a5bf7782d52e8869813e791ab16104703/0_0_4200_2800/master/4200.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=a4d9ff60a91f44263e376bdb27b317f5,People gather in front of Le Monument à la République during an election night rally after the second round of France’s legislative election.
https://i.guim.co.uk/img/media/2d81147a5f119b10e7ad3129c0cfcf4830e863b5/0_0_7940_5294/master/7940.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=65b2f50dc1a177e629c0344411b8aee9,The US president Joe Biden watched by Ukraine’s president Volodymyr Zelenskiy speaks during the Nato summit. 
https://i.guim.co.uk/img/media/8a4fa70493f48a6a92c65fdc752ad780b559c1eb/0_0_5356_3571/master/5356.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=e99f6a6697453815bdf28c6c02db8b10,A woman stands next to a building damaged in a missile attack in Kyiv. 
https://i.guim.co.uk/img/media/8c0a201dfb939e97c31bcbf2e84296eef8917895/0_0_5420_3595/master/5420.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=f5f3a247d6852898d68b86b97b7f8174,A woman climbs over tetrapods used as barriers against Russian military landing ships on the beach.
https://i.guim.co.uk/img/media/59108eb804bf04a05fa250d378bba90893ff302b/0_0_5846_3897/master/5846.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=a63fc415a209b46b5ec9b6bb91dcf9af,A boy immerses himself in flood waters in the aftermath of Hurricane Beryl.
https://i.guim.co.uk/img/media/a5e3cd622ed34cb814f501831f7d559cd85a1399/0_0_6000_4000/master/6000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=ee8f28488cae238dc4de13ef9bcad83a,US border patrol confined space entry team agents search for people attempting to enter the US from Mexico via a storm drainage system.
https://i.guim.co.uk/img/media/0ca01fed09de85df13f7bd2dbfd2a3a85f04a676/0_0_6000_4000/master/6000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=14f4ecaf6c8c6b09a0ded7b0a3a4022b,A firefighter battles to control a fire at an industrial plant during a heatwave.
https://i.guim.co.uk/img/media/57938a5c7930bf776f957a287e5ff0c0e07fb2e7/0_0_8192_5464/master/8192.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=5d377750e308bd5f53713080da6ba2aa,The Lake fire a stubborn 14000-hectare blaze burning in Los Olivos. California’s top wildfire official said fires had already burned through five times the average amount of land for this time of year.
https://i.guim.co.uk/img/media/c019b4066c7c7cdd22f08cfc289976515d177a55/0_0_4351_2901/master/4351.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=95b9d6a5f59229ac4b47e4c91a9ff1ee,A helicopter drops water on flames from the advancing Lake fire in Los Olivos as wildfires scorch hundreds and thousands of hectares of land.
https://i.guim.co.uk/img/media/49f354881d01b46f2d4c5b8c79db2f332752345a/0_0_5480_3654/master/5480.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=7e65ac6a62c4ad4f71639dfe25a4f589,A polar bear rests on ice cubes as it cools down during a heatwave at Prague zoo.
https://i.guim.co.uk/img/media/b5bffc4fcf30a807d3226c1636e5d3c1daa5000b/0_0_3726_2484/master/3726.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=b935badc80c9cdf456707085ed7eb93e,the Belgian rider Wout van Aert crashes during an ascent on the 11th stage of the Tour de France.
https://i.guim.co.uk/img/media/cd6a45954030babdef943015d633b431755819b4/0_0_5469_3646/master/5469.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=4ef246f65360ea117f43aaee72880931,The Pamplonesa municipal music band perform during the Chupinazo opening ceremony to mark the start of the San Fermin bull festival in Pamplona.
https://i.guim.co.uk/img/media/1d2fc44147f807191f0d62071a525c4e54d84cfd/0_0_4816_3211/master/4816.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=8c0e2334b17032c213a58e92d72323a0,Spain’s Lamine Yamal scores his side’s first goal during the Euro 2024 semi-final match against France in Munich. At 16 years and 362 days he is the youngest player to score at a Euros or a World Cup.
https://i.guim.co.uk/img/media/7dc77d1721b262c46b695d771adca1e5b3284fe8/0_0_3500_2333/master/3500.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=afb1e80627f9b512de9c6887c2311243,The newly elected prime minister Sir Keir Starmer and his wife enter his official London residence at No 10 Downing Street for the first time after the Labour party won a landslide victory at the 2024 general election.
https://i.guim.co.uk/img/media/e5a1c881b55103cad10a889dc1e965c4a06c8815/0_0_4000_2668/master/4000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=2d1f5c187565e164f4b6977cc144fa68,A voter folds her ballot at a polling station in Nouakchott.
https://i.guim.co.uk/img/media/3895c868514f133d3e83ed2a2049d5bd275c5a2b/0_0_7872_5251/master/7872.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=75cc90e841c3b6e7158fabb9373b221e,A helicopter drops water as the Thompson fire burns.
https://i.guim.co.uk/img/media/97ef5453ad4d7db06852967603958c759477e94f/0_0_4500_3001/master/4500.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=3c287718b25199d7a9e78fe78fbba921,Protesters use furniture as a barricade after clashing with police officers during an anti-government demonstration in downtown Nairobi.
https://i.guim.co.uk/img/media/e0f6d6aae6aa87eeed9850695ff130f5d0fa3381/90_2_5319_3546/master/5319.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=2f7f7a36311279823dc3c49555b52b99,Ukrainian service members of the 110th Col-Gen Marko Bezruchko Separate Mechanised Brigade load shells into a multiple launch rocket system as they prepare to fire towards Russian troops near a frontline in Donetsk.
https://i.guim.co.uk/img/media/a1b3bc9f3f0813cf2b36853a4834ac35e703b910/0_0_4278_2852/master/4278.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=085ad8bc3b130a42837edbb472ec0b0b,Infantry secure the area for the 3rd Assault Brigade at sunset in Kharkiv. Ukrainian forces successfully repelled a drive by Russian forces to seize more ground near Kharkiv but Russia continues its bombardment of the region.
https://i.guim.co.uk/img/media/2e291a0a42e0d10e79d401e5d8f6c314e701c68f/0_0_3215_2143/master/3215.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=352fc20405db76bff18ebb532060904f,Police use water cannon to disperse ultra-Orthodox Jewish men blocking a street during a protest against army recruitment in Jerusalem.
https://i.guim.co.uk/img/media/0e5bf7d9393db2f1cb82f362dd92ad82789abbbf/0_0_5678_3785/master/5678.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=ba437daf1fe28aad372c2bcd6f8816e4,A Jewish girl prays at the Western Wall Judaism’s holiest prayer site in the Old City of Jerusalem.
https://i.guim.co.uk/img/media/29d2226ce455a16ec41cbc78c242afedefeb6881/0_0_5892_3928/master/5892.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=1e96d9c523e68c5ec7e6c1df86682c16,Displaced Palestinians leave an area in east Khan Younis after the Israeli army issued a new evacuation order for parts of the city.
https://i.guim.co.uk/img/media/1bf45de60027f80dcb986776cb807a0fb0c9e8c7/0_0_5418_3612/master/5418.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=6ab022c21d102373b98fcaf9352a9081,A Venezuelan migrant child runs through a temporary camp after walking across the Darien Gap from Colombia.
https://i.guim.co.uk/img/media/7ac1b8977b134bc6e0bfaa1496787d5b3b72150d/0_0_6000_4001/master/6000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=6eab1bd20e0f7d48c01eac5774ec0f29,Anti-riot police chase demonstrators who set off fireworks during a rally in Lyon after the announcement of the results of the first round of parliamentary elections.
https://i.guim.co.uk/img/media/e20d1bf00f194b53cd58b1e26cbc810f4c987693/0_0_8192_5462/master/8192.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=b70601607b161b14094c8cdc4f332665,People walk through the Pétionville street market in Port-au-Prince. Nearly half of the country’s population is struggling to feed themselves due to conflict. Unable to work the families depend on food rations and hygiene kits brought in by non-governmental organisations.
https://i.guim.co.uk/img/media/11bd785ab941308b9e3bb0111c0e77dc4fa1f92c/0_0_5500_3667/master/5500.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=9d29479d484dd7b76e89f993c4a4f9c1,People displaced by gang war violence live inside a classroom at Darius Denis school which has been transformed into a shelter where people live in poor conditions.
https://i.guim.co.uk/img/media/3b6778713a80f635abad0308cf6eea2c6c6e0eef/0_0_4000_2662/master/4000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=04fc64f7f8a54ce839c39f187dbf5b23,Relatives mourn outside of the home of three victims of the same family who died in a crowd crush in the village of Sokna. At least 116 people were confirmed killed in the tragedy at a religious event in India’s densely populated Uttar Pradesh state.
https://i.guim.co.uk/img/media/f44e9e7721ef3762a173d59221cd447538c6e7d0/0_0_7487_4991/master/7487.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=8ecfb88b070e95808b14d272c9e76e3a,A fisher looks at vessels damaged by Hurricane Beryl at the Bridgetown fisheries in Barbados.
https://i.guim.co.uk/img/media/ae3c987c652bc60f3abe741b998c989aa16ec12c/0_0_5115_3410/master/5115.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=23914c0ccf9dd94efb810e784485ef00,Farmers play with mud as they plant rice on National Paddy Day in Dhading.
https://i.guim.co.uk/img/media/2cc86c80c35076305a95393d539787fd3d8ab680/0_0_6000_4000/master/6000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=7787e5200b066b4571f771f0e7f4be23,The pack rides during the fourth stage of the Tour de France which started at Pinerolo in Italy and finished at Valloire in France.
https://i.guim.co.uk/img/media/09fab99218f1f08d21f0d98d4d58f741067d97e7/0_0_7938_5292/master/7938.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=50fdcd50edfd71cb4bc3f9c79524cc0c,A couple leave at the end of the Glastonbury festival at Worthy Farm.
https://i.guim.co.uk/img/media/67de006221a1b8682140cd8ffda60bf2f336d326/0_0_8256_5504/master/8256.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=5f89353295821ab129221af6229ae7f5,An exit poll for Britain’s general election is projected on to BBC Broadcasting House in London.
https://i.guim.co.uk/img/media/2851dc104c7175cf480a6769faa30d4cf6ca1ceb/0_0_3098_2124/master/3098.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=33f39f142b3e5e7187e0b3d4b23252f7,Military police officers stand guard outside Quemado palace. Bolivia’s president Luis Arce overcame an attempt to topple his leftwing government after heavily armed troops stormed the government palace before beating a retreat and seeing their alleged leader detained.
https://i.guim.co.uk/img/media/a4ee4e2de91352dcc000eb4436084ceae1946173/0_0_5000_3327/master/5000.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=ed56ef2d04026fd9c753bddb4b7941f4,A demonstrator protests near Quemado palace. The former heads of Bolivia’s army and navy were among 17 people arrested for their alleged roles in a seemingly bungled military coup designed to topple the South American country’s leftwing president Luis Arce.
https://i.guim.co.uk/img/media/27fec403d0629d85d2e29fa3feff0f1e50a901ee/0_0_8256_5504/master/8256.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=a4f575fc52333ed9c9b8712173375a68,Mexican migrant Mariano Marquez sleeps on the ground while waiting for his family to be apprehended by US Customs and Border protection officers after crossing into the US.
https://i.guim.co.uk/img/media/0054a3c678ef6d42c18eb7833cc30e747eeca57d/0_0_7211_4810/master/7211.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=c1bfc15c9b0e5f8bbc9dae340f6a5fe3,Civilians try to put out fires caused by multiple Israeli strikes. 
https://i.guim.co.uk/img/media/61d217c94abb9dff102585d7261496b26025b461/0_0_5616_3744/master/5616.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=3ee63f8b242bc04a78b5ed4e087c3a79,Israeli police officers disperse ultra-Orthodox Jews blocking a highway during a protest against army recruitment in Bnei Brak.
https://i.guim.co.uk/img/media/df76ccb08aac2b583151692b1aac875a1d8b9e00/0_0_4672_3115/master/4672.jpg?width=660&quality=45&auto=format&fit=max&dpr=2&s=eb05686b23304ff4edf167029eb07342,Children look on from inside a building that was damaged during Israeli bombardment at al-Bureij refugee camp in the central Gaza Strip.
